age,salary,city_type,education_level,employment_type,marital_status,dependents,risk_level,financial_knowledge,monthly_expenses,current_savings,loan_amount,has_loans,investment_goal,emergency_fund_ratio,stocks,mutual_funds,gold_silver,bonds
53,121000,3,2,1,2,1,1,1,51000,35000,710000,1,1,0.6862745098039216,0.05,0.27,0.2,0.48
51,13000,3,2,3,2,0,1,1,6000,0,0,0,1,0.0,0.05,0.27,0.2,0.48
44,122000,1,3,1,1,1,1,2,69000,40000,420000,1,2,0.5797101449275363,0.11999999999999998,0.3,0.2,0.38
59,155000,3,3,1,1,2,1,1,76000,55000,420000,1,1,0.7236842105263158,0.05,0.27,0.2,0.48
64,199000,1,3,1,1,1,1,2,117000,40000,760000,1,1,0.3418803418803419,0.05,0.3,0.2,0.44999999999999996
20,67000,1,2,1,0,0,3,2,40000,25000,0,0,3,0.625,0.48000000000000004,0.1,0.06666666666666668,0.3533333333333333
35,104000,2,3,1,1,2,2,2,61000,35000,0,0,2,0.5737704918032787,0.235,0.24,0.16666666666666666,0.3583333333333334
58,199000,1,2,1,1,4,1,2,169000,60000,0,0,1,0.35502958579881655,0.05,0.3,0.2,0.44999999999999996
24,67000,3,4,1,0,0,2,1,28500,20000,0,0,3,0.7017543859649122,0.22999999999999998,0.16999999999999996,0.09999999999999998,0.5000000000000001
41,22000,3,3,3,1,2,2,1,10000,5000,0,0,2,0.5,0.145,0.16999999999999996,0.15666666666666662,0.5283333333333334
48,93000,2,1,1,1,1,2,2,48500,35000,0,0,1,0.7216494845360825,0.16999999999999998,0.24,0.2,0.39
22,77000,1,3,2,0,0,3,3,35500,20000,30000,1,3,0.5633802816901409,0.53,0.15,0.07333333333333333,0.2466666666666666
31,117000,1,2,1,1,2,2,2,89000,30000,760000,1,2,0.33707865168539325,0.305,0.19999999999999998,0.1533333333333333,0.3416666666666667
45,142000,2,3,2,1,2,1,2,73500,40000,0,0,1,0.54421768707483,0.06499999999999997,0.33999999999999997,0.2,0.395
35,62000,3,1,1,1,3,1,1,38000,15000,250000,1,2,0.39473684210526316,0.05499999999999999,0.27,0.18666666666666668,0.4883333333333333
56,97000,2,1,1,1,1,1,1,46500,30000,290000,1,1,0.6451612903225806,0.05,0.29,0.2,0.45999999999999996
41,112000,1,3,1,1,2,2,2,74000,20000,220000,1,2,0.2702702702702703,0.255,0.19999999999999998,0.18666666666666662,0.3583333333333334
48,130000,2,1,1,1,2,1,2,84000,45000,1010000,1,1,0.5357142857142857,0.05,0.33999999999999997,0.2,0.41000000000000003
33,85000,2,3,1,1,1,1,2,46000,25000,0,0,2,0.5434782608695652,0.12499999999999997,0.33999999999999997,0.2,0.33499999999999996
47,109000,2,2,2,1,1,1,2,54000,30000,0,0,1,0.5555555555555556,0.05499999999999999,0.33999999999999997,0.2,0.405
24,30000,1,3,3,0,0,2,2,14000,5000,0,0,3,0.35714285714285715,0.33999999999999997,0.19999999999999998,0.12999999999999998,0.33000000000000007
49,31000,2,3,3,1,2,1,1,21000,5000,0,0,1,0.23809523809523808,0.05,0.29,0.2,0.45999999999999996
24,60000,2,2,2,0,0,2,2,27500,20000,0,0,3,0.7272727272727273,0.29,0.24,0.12999999999999998,0.33999999999999997
31,73000,3,2,1,1,3,1,1,40000,10000,290000,1,2,0.25,0.07499999999999998,0.27,0.1733333333333333,0.4816666666666667
35,120000,1,1,1,1,3,1,2,82000,30000,560000,1,2,0.36585365853658536,0.16499999999999998,0.3,0.2,0.33499999999999996
45,98000,2,1,1,1,2,1,1,69500,20000,0,0,1,0.28776978417266186,0.05,0.29,0.2,0.45999999999999996
45,84000,3,2,1,1,2,1,1,36500,20000,740000,1,1,0.547945205479452,0.05,0.27,0.2,0.48
40,117000,1,3,1,1,1,2,2,90500,25000,480000,1,2,0.27624309392265195,0.25999999999999995,0.19999999999999998,0.18333333333333332,0.3566666666666667
58,110000,3,4,1,1,4,1,1,57500,25000,0,0,1,0.43478260869565216,0.05,0.27,0.2,0.48
55,148000,2,3,1,1,4,1,1,104000,20000,510000,1,1,0.19230769230769232,0.05,0.29,0.2,0.45999999999999996
52,166000,1,3,1,1,3,1,2,108500,40000,1020000,1,1,0.3686635944700461,0.07999999999999997,0.3,0.2,0.42000000000000004
49,30000,1,3,3,1,2,1,1,22000,5000,0,0,1,0.22727272727272727,0.05,0.25,0.2,0.5
56,112000,2,3,2,1,1,1,2,66000,15000,1020000,1,1,0.22727272727272727,0.05,0.33999999999999997,0.2,0.41000000000000003
42,131000,1,2,1,1,3,1,2,104500,25000,390000,1,2,0.23923444976076555,0.13,0.3,0.2,0.37
29,29000,2,4,3,1,2,1,1,14000,5000,190000,1,3,0.35714285714285715,0.08499999999999999,0.29,0.19666666666666666,0.42833333333333334
24,11000,1,3,4,0,0,1,2,7000,0,0,0,3,0.0,0.21999999999999997,0.3,0.18,0.30000000000000004
55,101000,2,2,1,1,1,1,2,49000,15000,350000,1,1,0.30612244897959184,0.05,0.33999999999999997,0.2,0.41000000000000003
53,115000,1,1,1,1,2,1,2,77500,35000,830000,1,1,0.45161290322580644,0.07499999999999997,0.3,0.2,0.42500000000000004
50,88000,3,2,1,1,1,1,1,39500,35000,220000,1,1,0.8860759493670886,0.05,0.27,0.2,0.48
29,14000,3,2,3,1,1,2,1,6000,5000,180000,1,3,0.8333333333333334,0.205,0.16999999999999996,0.11666666666666664,0.5083333333333334
38,14000,3,3,3,1,2,1,1,8000,0,0,0,2,0.0,0.05,0.27,0.19666666666666668,0.4833333333333333
51,120000,2,2,1,1,2,1,1,55500,25000,890000,1,1,0.45045045045045046,0.05,0.29,0.2,0.45999999999999996
20,64000,1,2,1,0,0,3,2,33000,25000,240000,1,3,0.7575757575757576,0.48000000000000004,0.1,0.06666666666666668,0.3533333333333333
24,71000,2,4,2,0,0,3,2,38000,25000,160000,1,3,0.6578947368421053,0.41000000000000003,0.14,0.07999999999999999,0.37
64,128000,1,1,1,1,3,1,2,109000,25000,390000,1,1,0.22935779816513763,0.05,0.3,0.2,0.44999999999999996
23,85000,1,2,1,0,0,2,2,56500,35000,0,0,3,0.6194690265486725,0.345,0.19999999999999998,0.12666666666666665,0.32833333333333337
35,14000,1,1,3,1,1,1,1,9000,0,110000,1,2,0.0,0.105,0.25,0.2,0.44500000000000006
43,120000,1,3,2,1,1,2,2,83500,25000,440000,1,2,0.2994011976047904,0.245,0.19999999999999998,0.19333333333333333,0.3616666666666667
35,33000,2,4,3,1,1,1,1,14000,10000,130000,1,2,0.7142857142857143,0.05499999999999999,0.29,0.2,0.45500000000000007
21,17000,2,2,3,0,0,1,1,9000,0,0,0,3,0.0,0.12499999999999999,0.29,0.16999999999999998,0.41500000000000004
47,144000,1,3,2,1,1,2,2,94000,50000,0,0,1,0.5319148936170213,0.22499999999999998,0.19999999999999998,0.2,0.375
51,197000,1,2,1,1,1,2,2,143500,50000,790000,1,1,0.34843205574912894,0.20499999999999996,0.19999999999999998,0.2,0.395
46,94000,3,4,2,1,2,2,1,52500,35000,0,0,1,0.6666666666666666,0.11999999999999997,0.16999999999999996,0.17333333333333334,0.5366666666666667
39,139000,1,3,1,1,2,2,2,118000,35000,670000,1,2,0.2966101694915254,0.26499999999999996,0.19999999999999998,0.18000000000000002,0.355
43,108000,1,3,2,1,2,2,2,68500,40000,0,0,2,0.583941605839416,0.245,0.19999999999999998,0.19333333333333333,0.3616666666666667
31,115000,1,1,1,1,4,1,2,81500,30000,300000,1,2,0.36809815950920244,0.185,0.3,0.2,0.31499999999999995
54,159000,2,4,2,1,2,1,2,79500,40000,710000,1,1,0.5031446540880503,0.05,0.33999999999999997,0.2,0.41000000000000003
52,139000,2,3,1,1,1,1,2,72500,25000,0,0,1,0.3448275862068966,0.05,0.33999999999999997,0.2,0.41000000000000003
52,148000,1,2,1,2,0,2,2,99000,20000,1180000,1,1,0.20202020202020202,0.19999999999999996,0.19999999999999998,0.2,0.40000000000000013
62,165000,1,3,1,1,3,1,2,140000,45000,400000,1,1,0.32142857142857145,0.05,0.3,0.2,0.44999999999999996
56,120000,2,2,1,1,2,1,1,65500,40000,810000,1,1,0.6106870229007634,0.05,0.29,0.2,0.45999999999999996
31,87000,2,3,2,1,3,2,2,50000,20000,490000,1,2,0.4,0.255,0.24,0.1533333333333333,0.3516666666666667
22,58000,1,1,2,0,0,2,2,33500,15000,0,0,3,0.44776119402985076,0.35,0.19999999999999998,0.12333333333333332,0.32666666666666677
20,59000,3,3,1,0,0,2,2,21500,20000,0,0,3,0.9302325581395349,0.30999999999999994,0.21999999999999997,0.08666666666666667,0.3833333333333334
52,193000,1,2,1,1,3,1,2,164000,25000,350000,1,1,0.1524390243902439,0.07999999999999997,0.3,0.2,0.42000000000000004
59,132000,1,1,1,2,2,1,2,92000,30000,0,0,1,0.32608695652173914,0.05,0.3,0.2,0.44999999999999996
29,70000,3,1,1,1,3,1,1,43500,10000,90000,1,3,0.22988505747126436,0.08499999999999999,0.27,0.16666666666666666,0.4783333333333334
62,201000,1,1,1,1,2,1,2,162000,40000,0,0,1,0.24691358024691357,0.05,0.3,0.2,0.44999999999999996
63,17000,2,2,3,1,1,1,1,9500,5000,170000,1,1,0.5263157894736842,0.05,0.29,0.2,0.45999999999999996
48,167000,1,2,1,1,4,1,2,142000,40000,760000,1,1,0.28169014084507044,0.09999999999999999,0.3,0.2,0.4
32,90000,1,2,1,1,2,2,2,67500,35000,890000,1,2,0.5185185185185185,0.3,0.19999999999999998,0.15666666666666665,0.3433333333333334
31,64000,3,2,1,1,1,2,2,31000,25000,0,0,2,0.8064516129032258,0.255,0.21999999999999997,0.1233333333333333,0.4016666666666667
50,131000,1,2,1,1,2,1,2,99500,35000,720000,1,1,0.35175879396984927,0.08999999999999998,0.3,0.2,0.41000000000000003
21,56000,3,3,1,0,0,3,2,19000,15000,230000,1,3,0.7894736842105263,0.42500000000000004,0.12000000000000001,0.04000000000000001,0.4149999999999999
54,156000,1,1,2,1,2,1,2,97500,55000,0,0,1,0.5641025641025641,0.06999999999999997,0.3,0.2,0.43000000000000005
42,134000,1,4,1,1,3,2,2,114000,40000,740000,1,2,0.3508771929824561,0.25,0.19999999999999998,0.19000000000000003,0.36
36,136000,1,3,1,1,2,2,2,82500,30000,0,0,2,0.36363636363636365,0.27999999999999997,0.19999999999999998,0.17,0.35
45,89000,2,3,1,1,1,1,1,56500,20000,680000,1,1,0.35398230088495575,0.05,0.29,0.2,0.45999999999999996
27,79000,1,2,1,0,0,2,2,44000,30000,140000,1,3,0.6818181818181818,0.32499999999999996,0.19999999999999998,0.13999999999999999,0.3350000000000001
48,123000,3,3,1,1,4,1,1,73000,20000,0,0,1,0.273972602739726,0.05,0.27,0.2,0.48
45,9000,1,1,4,1,3,1,2,7500,0,0,0,1,0.0,0.11499999999999998,0.3,0.2,0.385
29,62000,3,1,2,1,2,2,2,37000,10000,110000,1,3,0.2702702702702703,0.265,0.21999999999999997,0.11666666666666664,0.39833333333333343
45,122000,1,1,2,1,1,1,2,89000,20000,770000,1,1,0.2247191011235955,0.11499999999999998,0.3,0.2,0.385
53,85000,3,3,1,1,2,1,1,47000,15000,320000,1,1,0.3191489361702128,0.05,0.27,0.2,0.48
60,145000,2,1,1,1,2,1,2,99000,40000,1050000,1,1,0.40404040404040403,0.05,0.33999999999999997,0.2,0.41000000000000003
26,77000,2,2,1,0,0,1,1,28500,25000,0,0,3,0.8771929824561403,0.09999999999999998,0.29,0.18666666666666665,0.42333333333333334
23,64000,3,4,2,0,0,3,2,24500,15000,0,0,3,0.6122448979591837,0.41500000000000004,0.12000000000000001,0.04666666666666666,0.41833333333333333
64,178000,2,3,2,1,1,1,2,76000,45000,0,0,1,0.5921052631578947,0.05,0.33999999999999997,0.2,0.41000000000000003
30,80000,2,2,1,1,1,1,1,35500,15000,220000,1,2,0.4225352112676056,0.07999999999999999,0.29,0.2,0.42999999999999994
48,141000,1,1,1,1,2,1,2,94000,45000,930000,1,1,0.4787234042553192,0.09999999999999999,0.3,0.2,0.4
55,133000,1,3,1,1,2,1,2,100000,20000,1030000,1,1,0.2,0.06499999999999996,0.3,0.2,0.43500000000000005
44,20000,3,2,3,1,2,1,1,12000,5000,40000,1,2,0.4166666666666667,0.05,0.27,0.2,0.48
40,91000,2,1,2,1,1,1,2,44000,15000,370000,1,2,0.3409090909090909,0.08999999999999997,0.33999999999999997,0.2,0.3700000000000001
55,105000,2,1,1,1,2,1,1,74500,30000,0,0,1,0.40268456375838924,0.05,0.29,0.2,0.45999999999999996
29,139000,1,4,1,1,2,2,2,94500,40000,750000,1,3,0.42328042328042326,0.315,0.19999999999999998,0.14666666666666664,0.3383333333333334
56,154000,1,3,2,1,1,1,2,117500,30000,0,0,1,0.2553191489361702,0.059999999999999956,0.3,0.2,0.44000000000000006
28,106000,1,3,1,1,1,3,2,80500,35000,500000,1,3,0.43478260869565216,0.44,0.1,0.09333333333333335,0.3666666666666666
43,92000,2,3,1,1,2,2,2,55500,35000,700000,1,2,0.6306306306306306,0.19499999999999998,0.24,0.19333333333333333,0.3716666666666667
54,198000,1,2,1,1,4,1,2,143500,45000,0,0,1,0.313588850174216,0.06999999999999997,0.3,0.2,0.43000000000000005
54,155000,1,2,2,2,1,1,2,93500,40000,0,0,1,0.42780748663101603,0.06999999999999997,0.3,0.2,0.43000000000000005
55,143000,1,2,1,1,1,1,2,86500,35000,0,0,1,0.4046242774566474,0.06499999999999996,0.3,0.2,0.43500000000000005
37,123000,1,2,1,1,1,1,2,69000,25000,470000,1,2,0.36231884057971014,0.15499999999999997,0.3,0.2,0.345
58,21000,2,2,3,1,3,1,1,12000,5000,320000,1,1,0.4166666666666667,0.05,0.29,0.2,0.45999999999999996
51,190000,1,3,1,1,1,2,2,103500,60000,300000,1,1,0.5797101449275363,0.20499999999999996,0.19999999999999998,0.2,0.395
43,96000,2,3,1,1,2,1,2,50000,15000,610000,1,2,0.3,0.07499999999999998,0.33999999999999997,0.2,0.385
42,155000,1,3,1,1,2,1,2,105000,30000,0,0,2,0.2857142857142857,0.13,0.3,0.2,0.37
51,140000,1,2,1,1,1,1,2,97500,35000,630000,1,1,0.358974358974359,0.08499999999999998,0.3,0.2,0.41500000000000004
56,213000,1,3,2,1,3,1,2,181000,60000,1070000,1,1,0.3314917127071823,0.059999999999999956,0.3,0.2,0.44000000000000006
31,107000,1,3,1,1,2,2,2,77500,35000,530000,1,2,0.45161290322580644,0.305,0.19999999999999998,0.1533333333333333,0.3416666666666667
32,93000,1,2,1,1,2,2,2,54000,25000,400000,1,2,0.46296296296296297,0.3,0.19999999999999998,0.15666666666666665,0.3433333333333334
42,140000,1,3,2,1,1,1,2,105500,30000,0,0,2,0.2843601895734597,0.13,0.3,0.2,0.37
44,102000,2,1,2,1,1,1,1,44500,20000,1110000,1,2,0.449438202247191,0.05,0.29,0.2,0.45999999999999996
54,175000,1,2,2,2,0,2,2,96000,50000,1100000,1,1,0.5208333333333334,0.18999999999999995,0.19999999999999998,0.2,0.41000000000000014
60,152000,2,1,1,1,2,1,1,85500,40000,0,0,1,0.4678362573099415,0.05,0.29,0.2,0.45999999999999996
49,109000,3,2,1,1,1,1,1,50000,35000,870000,1,1,0.7,0.05,0.27,0.2,0.48
36,90000,2,2,2,1,1,1,2,40500,30000,770000,1,2,0.7407407407407407,0.10999999999999999,0.33999999999999997,0.2,0.3500000000000001
39,123000,1,3,1,1,1,2,2,90500,40000,600000,1,2,0.4419889502762431,0.26499999999999996,0.19999999999999998,0.18000000000000002,0.355
44,17000,1,4,3,1,4,1,1,14500,0,0,0,2,0.0,0.059999999999999984,0.25,0.2,0.49
41,16000,1,3,3,1,2,1,2,10500,5000,210000,1,2,0.47619047619047616,0.135,0.3,0.2,0.365
32,33000,1,3,3,1,3,1,1,28000,5000,240000,1,2,0.17857142857142858,0.11999999999999998,0.25,0.2,0.42999999999999994
38,71000,3,2,1,1,1,1,1,25500,10000,0,0,2,0.39215686274509803,0.05,0.27,0.19666666666666668,0.4833333333333333
55,161000,1,3,1,1,4,1,2,137000,20000,850000,1,1,0.145985401459854,0.06499999999999996,0.3,0.2,0.43500000000000005
31,81000,1,1,2,1,1,2,2,44000,20000,0,0,2,0.45454545454545453,0.305,0.19999999999999998,0.1533333333333333,0.3416666666666667
60,148000,2,2,1,1,2,1,2,106000,35000,0,0,1,0.330188679245283,0.05,0.33999999999999997,0.2,0.41000000000000003
38,125000,2,2,1,1,3,1,1,77000,30000,810000,1,2,0.38961038961038963,0.05,0.29,0.2,0.45999999999999996
31,23000,2,2,3,1,1,2,1,10000,5000,30000,1,2,0.5,0.19499999999999998,0.18999999999999997,0.1533333333333333,0.4616666666666668
28,15000,1,1,3,1,2,1,2,11000,5000,100000,1,3,0.45454545454545453,0.19999999999999996,0.3,0.19333333333333336,0.30666666666666664
26,90000,1,1,1,0,0,1,2,58500,35000,1080000,1,3,0.5982905982905983,0.20999999999999996,0.3,0.18666666666666665,0.30333333333333334
47,113000,2,2,1,1,1,1,2,59500,20000,0,0,1,0.33613445378151263,0.05499999999999999,0.33999999999999997,0.2,0.405
33,143000,1,4,1,1,1,2,2,111000,35000,270000,1,2,0.3153153153153153,0.295,0.19999999999999998,0.16,0.345
50,16000,1,2,3,1,2,1,1,13500,5000,110000,1,1,0.37037037037037035,0.05,0.25,0.2,0.5
38,24000,1,2,3,1,2,2,2,15000,5000,0,0,2,0.3333333333333333,0.26999999999999996,0.19999999999999998,0.17666666666666667,0.3533333333333334
35,93000,1,1,1,1,2,2,2,65000,30000,730000,1,2,0.46153846153846156,0.285,0.19999999999999998,0.16666666666666666,0.3483333333333334
24,107000,1,3,1,0,0,2,2,47500,40000,0,0,3,0.8421052631578947,0.33999999999999997,0.19999999999999998,0.12999999999999998,0.33000000000000007
54,12000,1,2,3,1,2,1,1,9500,0,0,0,1,0.0,0.05,0.25,0.2,0.5
31,67000,2,1,1,1,2,2,2,47000,20000,0,0,2,0.425531914893617,0.255,0.24,0.1533333333333333,0.3516666666666667
44,102000,2,2,1,1,1,1,1,53500,35000,410000,1,2,0.6542056074766355,0.05,0.29,0.2,0.45999999999999996
40,11000,3,1,4,1,1,1,1,6000,0,210000,1,2,0.0,0.05,0.27,0.2,0.48
55,135000,1,1,1,1,4,1,2,115000,25000,780000,1,1,0.21739130434782608,0.06499999999999996,0.3,0.2,0.43500000000000005
42,95000,1,1,2,1,1,1,2,63000,20000,800000,1,2,0.31746031746031744,0.13,0.3,0.2,0.37
35,113000,1,1,1,1,2,1,2,90000,25000,320000,1,2,0.2777777777777778,0.16499999999999998,0.3,0.2,0.33499999999999996
58,112000,2,1,1,1,1,1,2,68500,20000,640000,1,1,0.291970802919708,0.05,0.33999999999999997,0.2,0.41000000000000003
64,28000,2,2,3,1,2,1,1,14000,5000,60000,1,1,0.35714285714285715,0.05,0.29,0.2,0.45999999999999996
61,214000,1,3,1,1,2,2,2,129500,65000,0,0,1,0.5019305019305019,0.15499999999999997,0.19999999999999998,0.2,0.44500000000000006
58,9000,3,2,4,2,0,1,1,6000,0,0,0,1,0.0,0.05,0.27,0.2,0.48
33,117000,1,2,2,1,1,2,2,62500,40000,650000,1,2,0.64,0.295,0.19999999999999998,0.16,0.345
50,115000,2,2,1,1,2,1,1,78000,20000,0,0,1,0.2564102564102564,0.05,0.29,0.2,0.45999999999999996
24,68000,2,4,1,0,0,2,2,34000,20000,70000,1,3,0.5882352941176471,0.29,0.24,0.12999999999999998,0.33999999999999997
54,112000,3,2,1,1,2,1,1,50000,35000,340000,1,1,0.7,0.05,0.27,0.2,0.48
42,90000,2,1,1,1,1,2,2,42000,30000,770000,1,2,0.7142857142857143,0.19999999999999998,0.24,0.19000000000000003,0.37
48,89000,3,3,1,1,2,2,1,36000,35000,0,0,1,0.9722222222222222,0.10999999999999999,0.16999999999999996,0.18,0.54
62,194000,1,1,1,2,0,1,2,88500,55000,0,0,1,0.6214689265536724,0.05,0.3,0.2,0.44999999999999996
30,74000,3,2,1,1,3,2,1,47500,10000,0,0,2,0.21052631578947367,0.19999999999999998,0.16999999999999996,0.12,0.51
37,119000,1,2,2,1,2,2,2,88500,30000,1070000,1,2,0.3389830508474576,0.27499999999999997,0.19999999999999998,0.1733333333333333,0.3516666666666667
31,83000,3,3,2,1,1,2,2,40000,15000,830000,1,2,0.375,0.255,0.21999999999999997,0.1233333333333333,0.4016666666666667
28,80000,2,2,2,1,2,2,2,38500,25000,0,0,3,0.6493506493506493,0.26999999999999996,0.24,0.14333333333333334,0.3466666666666667
29,70000,3,3,1,1,2,2,2,34000,20000,170000,1,3,0.5882352941176471,0.265,0.21999999999999997,0.11666666666666664,0.39833333333333343
63,187000,1,4,1,2,0,1,2,91500,45000,490000,1,1,0.4918032786885246,0.05,0.3,0.2,0.44999999999999996
36,64000,2,1,2,1,2,2,2,39000,20000,0,0,2,0.5128205128205128,0.22999999999999998,0.24,0.17,0.36
57,140000,2,2,1,1,1,1,1,72000,30000,270000,1,1,0.4166666666666667,0.05,0.29,0.2,0.45999999999999996
26,93000,2,2,1,0,0,2,2,37500,20000,1050000,1,3,0.5333333333333333,0.27999999999999997,0.24,0.13666666666666666,0.34333333333333327
32,29000,1,2,3,1,1,2,2,18000,5000,110000,1,2,0.2777777777777778,0.3,0.19999999999999998,0.15666666666666665,0.3433333333333334
59,187000,1,2,2,1,1,2,2,135000,55000,0,0,1,0.4074074074074074,0.16499999999999998,0.19999999999999998,0.2,0.43500000000000005
61,227000,1,4,1,1,2,1,2,160000,55000,510000,1,1,0.34375,0.05,0.3,0.2,0.44999999999999996
28,89000,1,3,1,1,1,2,2,53500,25000,0,0,3,0.4672897196261682,0.31999999999999995,0.19999999999999998,0.14333333333333334,0.3366666666666668
46,89000,3,3,2,1,2,1,1,53500,30000,1030000,1,1,0.5607476635514018,0.05,0.27,0.2,0.48
21,77000,1,2,2,0,0,1,2,48000,30000,230000,1,3,0.625,0.235,0.3,0.16999999999999998,0.29500000000000015
24,72000,3,3,2,0,0,2,2,25500,10000,0,0,3,0.39215686274509803,0.29,0.21999999999999997,0.09999999999999998,0.39
48,133000,1,4,2,1,2,1,2,104000,25000,230000,1,1,0.2403846153846154,0.09999999999999999,0.3,0.2,0.4
56,31000,1,3,3,1,2,1,2,23500,5000,0,0,1,0.2127659574468085,0.059999999999999956,0.3,0.2,0.44000000000000006
57,143000,2,1,1,2,1,1,1,79500,30000,770000,1,1,0.37735849056603776,0.05,0.29,0.2,0.45999999999999996
38,94000,2,3,1,1,3,1,1,61000,20000,990000,1,2,0.32786885245901637,0.05,0.29,0.2,0.45999999999999996
27,100000,1,1,2,0,0,2,2,64000,35000,0,0,3,0.546875,0.32499999999999996,0.19999999999999998,0.13999999999999999,0.3350000000000001
64,171000,2,2,2,1,2,1,2,123500,25000,440000,1,1,0.20242914979757085,0.05,0.33999999999999997,0.2,0.41000000000000003
20,51000,2,1,2,0,0,3,2,22500,10000,0,0,3,0.4444444444444444,0.43000000000000005,0.14,0.06666666666666668,0.3633333333333333
41,112000,1,3,1,1,2,1,2,69000,40000,0,0,2,0.5797101449275363,0.135,0.3,0.2,0.365
36,101000,3,3,1,1,1,1,1,57000,20000,1190000,1,2,0.3508771929824561,0.05,0.27,0.19000000000000003,0.49
26,17000,3,1,3,0,0,2,1,6000,0,0,0,3,0.0,0.21999999999999997,0.16999999999999996,0.10666666666666666,0.5033333333333334
44,115000,2,2,2,1,3,1,2,85000,20000,1050000,1,2,0.23529411764705882,0.06999999999999998,0.33999999999999997,0.2,0.3900000000000001
64,29000,1,2,3,1,1,1,1,16000,5000,40000,1,1,0.3125,0.05,0.25,0.2,0.5
23,69000,2,2,2,0,0,2,2,30000,25000,200000,1,3,0.8333333333333334,0.295,0.24,0.12666666666666665,0.3383333333333334
55,130000,1,1,2,1,1,2,2,80000,35000,0,0,1,0.4375,0.18499999999999994,0.19999999999999998,0.2,0.41500000000000004
25,102000,1,2,2,0,0,3,3,47000,30000,450000,1,3,0.6382978723404256,0.515,0.15,0.08333333333333334,0.2516666666666666
50,33000,1,3,3,1,2,1,2,26500,5000,0,0,1,0.18867924528301888,0.08999999999999998,0.3,0.2,0.41000000000000003
38,100000,1,1,2,1,1,2,2,62000,35000,0,0,2,0.5645161290322581,0.26999999999999996,0.19999999999999998,0.17666666666666667,0.3533333333333334
63,89000,3,1,2,2,0,1,1,26500,30000,0,0,1,1.1320754716981132,0.05,0.27,0.2,0.48
58,165000,2,2,1,2,0,1,2,70500,35000,830000,1,1,0.49645390070921985,0.05,0.33999999999999997,0.2,0.41000000000000003
46,99000,2,4,1,1,2,2,2,63000,35000,630000,1,1,0.5555555555555556,0.17999999999999997,0.24,0.2,0.3800000000000001
29,101000,1,3,2,1,2,2,2,77000,15000,1080000,1,3,0.19480519480519481,0.315,0.19999999999999998,0.14666666666666664,0.3383333333333334
45,137000,1,3,1,1,3,1,2,108500,25000,880000,1,1,0.2304147465437788,0.11499999999999998,0.3,0.2,0.385
38,130000,1,2,1,1,1,1,2,90000,40000,680000,1,2,0.4444444444444444,0.14999999999999997,0.3,0.2,0.3500000000000001
58,108000,3,2,1,2,0,1,1,32500,30000,520000,1,1,0.9230769230769231,0.05,0.27,0.2,0.48
22,65000,1,1,1,0,0,2,2,38000,15000,200000,1,3,0.39473684210526316,0.35,0.19999999999999998,0.12333333333333332,0.32666666666666677
64,135000,3,3,1,1,2,1,1,73500,30000,930000,1,1,0.40816326530612246,0.05,0.27,0.2,0.48
32,121000,2,4,1,1,1,1,1,60500,45000,750000,1,2,0.743801652892562,0.06999999999999998,0.29,0.2,0.43999999999999995
47,21000,1,3,3,1,2,1,1,14500,5000,240000,1,1,0.3448275862068966,0.05,0.25,0.2,0.5
39,109000,2,3,1,1,1,2,2,62000,45000,410000,1,2,0.7258064516129032,0.21499999999999997,0.24,0.18000000000000002,0.365
47,195000,1,3,1,1,2,1,2,166000,60000,0,0,1,0.3614457831325301,0.105,0.3,0.2,0.395
27,50000,3,1,1,0,0,2,2,15000,20000,210000,1,3,1.3333333333333333,0.27499999999999997,0.21999999999999997,0.10999999999999999,0.395
60,108000,3,4,2,1,2,1,1,56000,25000,860000,1,1,0.44642857142857145,0.05,0.27,0.2,0.48
58,139000,1,1,1,1,2,2,2,118000,35000,1120000,1,1,0.2966101694915254,0.16999999999999998,0.19999999999999998,0.2,0.42999999999999994
20,22000,1,2,3,0,0,3,2,10000,5000,0,0,3,0.5,0.48000000000000004,0.1,0.06666666666666668,0.3533333333333333
22,57000,2,1,2,0,0,2,2,26000,15000,60000,1,3,0.5769230769230769,0.3,0.24,0.12333333333333332,0.33666666666666667
32,76000,3,1,2,1,2,1,2,34000,25000,190000,1,2,0.7352941176470589,0.12999999999999998,0.32,0.17666666666666667,0.3733333333333334
47,120000,1,2,1,1,2,1,2,77500,30000,450000,1,1,0.3870967741935484,0.105,0.3,0.2,0.395
44,112000,2,2,2,1,1,1,2,64500,40000,620000,1,2,0.6201550387596899,0.06999999999999998,0.33999999999999997,0.2,0.3900000000000001
52,112000,2,2,1,1,1,1,2,62000,40000,350000,1,1,0.6451612903225806,0.05,0.33999999999999997,0.2,0.41000000000000003
57,18000,2,2,3,1,1,1,1,11000,5000,0,0,1,0.45454545454545453,0.05,0.29,0.2,0.45999999999999996
25,77000,1,1,2,0,0,2,2,38500,30000,0,0,3,0.7792207792207793,0.33499999999999996,0.19999999999999998,0.13333333333333333,0.3316666666666668
63,180000,2,1,1,1,2,1,2,104000,30000,970000,1,1,0.28846153846153844,0.05,0.33999999999999997,0.2,0.41000000000000003
64,126000,3,2,1,1,2,1,1,56500,45000,580000,1,1,0.7964601769911505,0.05,0.27,0.2,0.48
51,180000,1,2,1,1,2,1,2,108000,35000,470000,1,1,0.32407407407407407,0.08499999999999998,0.3,0.2,0.41500000000000004
